card_id,card_name,description,card_type,target_type,stamina_cost,damage,heal_amount,shield_amount,draw_cards,is_upgraded,apply_poison,apply_burn,apply_weakness,apply_vulnerable,apply_strength,apply_armor,apply_rested,apply_invigorated,apply_damage_plus,apply_fatigued,apply_exhausted,apply_decay,apply_hinder,apply_scared,piercing,lifesteal,multi_hit,aoe_damage,plays_immediately,is_delayed_damage,delay_condition,delayed_damage_amount,grants_card_retain,swaps_enemy_target,reveals_boss_intent,caster_discards_random,bonus_damage_if_wounded,bonus_damage_per_debuff,stamina_gain,scry_amount,generate_cards,has_v2,v2_card_id,element,ingredient_list,is_alc,apply_wet,bonus_damage_per_wet,remove_all_wet,heal_per_wet_removed,apply_ring_of_fire,discard_spell_requirement,discard_all_spells,damage_per_spell_discarded,choose_spell_from_deck,all_players_shield,target_stamina_gain,remove_target_debuffs
healing_salve,Healing Salve,Gentle restoration of life.,HEAL,SINGLE_ALLY,1,0,15,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
divine_light,Divine Light,Radiant healing for all allies.,HEAL,ALL_ALLIES,2,0,10,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
holy_strike,Holy Strike,Righteous punishment.,ATTACK,SINGLE_ENEMY,1,10,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
guardian_shield,Guardian Shield,Protection from harm.,BUFF,SINGLE_ALLY,1,0,0,12,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
pacify,Pacify,Weaken the enemy's resolve.,DEBUFF,SINGLE_ENEMY,1,0,0,0,0,false,0,0,2,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
blessing,Blessing,Empower an ally with divine strength.,BUFF,SINGLE_ALLY,1,0,0,0,0,false,0,0,0,0,3,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
mass_heal,Mass Heal,Powerful restoration for the party.,HEAL,ALL_ALLIES,3,0,20,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
smite,Smite,Holy wrath pierces all defenses.,ATTACK,SINGLE_ENEMY,2,14,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,true,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
slash,Slash,Deal 7 damage. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,2,7,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
big_smack,Big Smack,Deal 10 damage. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,3,10,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
duel_purpose,Duel Purpose,Deal 3 damage and gain 5 Shield. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,1,3,0,5,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
rest,Rest,Gain Rested (draw 1 extra card next turn). TARGET: Self.,BUFF,SELF,1,0,0,0,0,false,0,0,0,0,0,0,1,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
bulk_up,Bulk Up,Gain 1 Invigorated (+2 damage next attack) and 1 Fatigued (-1 stamina next turn). TARGET: Self.,BUFF,SELF,0,0,0,0,0,false,0,0,0,0,0,0,0,1,0,1,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
dig_a_hole,Dig a Hole,Plays instantly. Pick 1 card in your hand to keep until played or end of next turn. TARGET: Self.,BUFF,SELF,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,true,false,false,0,0,0,0,0,,false,
protector,Protector,This turn all enemy attacks on target ally hit you instead. TARGET: 1 Ally.,BUFF,SINGLE_ALLY,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,true,false,0,0,0,0,0,,false,
protective_footwear,Protective Footwear,Gain 5 Shield. TARGET: Self.,BUFF,SELF,1,0,0,5,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
hunters_instinct,Hunter's Instinct,Plays instantly. Reveal the boss's cards for next turn. TARGET: Self.,BUFF,SELF,1,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,true,0,0,0,0,0,,false,
dual_wield,Dual Wield,Hit twice for 2 damage each (4 total). TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,2,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,2,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
circular_strike,Circular Strike,Deal 3 damage to ALL enemies. TARGET: All Enemies.,ATTACK,ALL_ENEMIES,1,3,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
cursed_dagger,Cursed Dagger,Deal 2 damage. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,0,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
jumping_strike,Jumping Strike,Next turn: Deal 5 damage IF you took no damage this turn. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,1,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,true,no_damage_taken,5,false,false,false,0,0,0,0,0,,false,
execution,Execution,Deal 4 damage. +4 bonus damage if target is below 50% HP. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,2,4,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,4,0,0,0,,false,
frenzy,Frenzy!,Deal 8 damage to ALL enemies. Gain 2 Exhausted (can't play cards until it wears off). TARGET: All Enemies.,ATTACK,ALL_ENEMIES,2,8,0,0,0,false,0,0,0,0,0,0,0,0,0,0,2,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
weak_point,Weak Point!,Deal 2 damage +2 per debuff on target. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,1,2,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,2,0,0,,false,
medkit,Medkit,Heal 10 HP. Gain 1 Decay (-1 max HP permanently). TARGET: Self.,HEAL,SELF,2,0,10,0,0,false,0,0,0,0,0,0,0,0,0,0,0,1,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
fighters_spirit,Fighter's Spirit,CHOICE: Drop on Self to remove 1 debuff. OR gain 5 Shield instead. TARGET: Self.,BUFF,SELF,1,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,true,fighters_spirit_v2,,,false,0,0,false,0,0,0,false,0,0,0,0,1
fighters_spirit_v2,Fighter's Spirit V2,Gain 5 Shield. TARGET: Self.,BUFF,SELF,1,0,0,5,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
sacrifice,Sacrifice,Give target 1 Strength (+2 damage per attack). TARGET: 1 Ally.,BUFF,SINGLE_ALLY,1,0,0,0,0,false,0,0,0,0,1,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
leader,Leader,Plays instantly. CHOICE: All OTHER allies draw 1 card. OR discard 2 random cards and all OTHER allies draw 2. TARGET: Other Allies.,BUFF,OTHER_ALLIES,0,0,0,0,1,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,false,0,0,0,0,0,,true,leader_v2
leader_v2,Leader V2,Discard 2 random cards. All OTHER allies draw 2. TARGET: Other Allies.,BUFF,OTHER_ALLIES,0,0,0,0,2,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,false,2,0,0,0,0,,false,
test,Test,All teammates draw 1 card.,BUFF,OTHER_ALLIES,0,0,0,0,1,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,false,0,0,0,0,0,,true,test_v2
test_v2,Test V2,Discard 2 random cards. Teammates draw 2.,BUFF,OTHER_ALLIES,0,0,0,0,2,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,false,2,0,0,0,0,,false,
energy,Energy!,Plays instantly. Gain 1 stamina. TARGET: Self.,BUFF,SELF,0,0,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,true,false,,0,false,false,false,0,0,0,1,0,,false,
vampiric_strike,Vampiric Strike,Drain the life from your enemy.,ATTACK,SINGLE_ENEMY,2,12,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,true,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
fortify,Fortify,Gain good shield.,BUFF,SELF,1,0,0,12,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
toxic_cloud,Toxic Cloud,Poison all enemies with noxious fumes.,SPELL,ALL_ENEMIES,3,8,0,0,0,false,4,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
blazing_fury,Blazing Fury,Channel rage into a devastating strike that weakens enemies.,ATTACK,SINGLE_ENEMY,2,15,0,0,0,false,0,3,0,2,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
ember,Ember,A small flame token.,ATTACK,SINGLE_ENEMY,0,4,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
pyroclasm,Pyroclasm,Massive explosion that generates embers.,SPELL,ALL_ENEMIES,4,18,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,ember|ember,false,
ankle_nibble,Ankle Nibble,Quick bite at the ankles.,ATTACK,SINGLE_ENEMY,1,5,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
swarm,Swarm!,The swarm attacks everyone!,ATTACK,ALL_ENEMIES,1,3,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
monkey_punch,Monkey Punch!,Alex throws a punch.,ATTACK,SINGLE_ENEMY,1,5,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
it_bit_my_hand,It bit my Hand!,Deal 3 damage. TARGET: 1 Enemy.,ATTACK,SINGLE_ENEMY,1,3,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
anger,Anger,Alex gets angry and stronger!,BUFF,SELF,0,0,0,0,0,false,0,0,0,0,2,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
apocalypse,Apocalypse,Destroy everything. Deals massive damage to all enemies.,ATTACK,ALL_ENEMIES,4,30,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
divine_intervention,Divine Intervention,Fully heal and gain massive shield.,HEAL,SELF,3,0,50,30,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
berserker_rage,Berserker Rage,Gain massive strength. Unleash fury!,BUFF,SELF,2,0,0,0,0,false,0,0,0,0,5,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
meteor_swarm,Meteor Swarm,Rain fire from the heavens! Multi-hit AoE.,ATTACK,ALL_ENEMIES,3,12,0,0,0,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,3,true,false,false,,0,false,false,false,0,0,0,0,0,,false,
time_stop,Time Stop,Draw 5 cards instantly.,SPELL,SELF,2,0,0,0,5,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,false,false,1,false,false,false,,0,false,false,false,0,0,0,0,0,,false,
